,Human_ABCD1_1,Human_ABCD1_2,Human_ABCD1_3,Human_NT_1,Human_NT_2,Human_NT_3
C19orf18,5.523,2.434,12.879,5.302,6.958,5.205
ZNF606,208.033,236.065,197.78,190.86,200.799,185.63
CTD-2368P22.1,123.347,86.395,70.833,99.671,103.382,69.394
VN2R19P,3.682,1.217,1.84,0.0,1.988,0.0
ZNF135,14.728,14.602,9.199,0.0,7.952,8.674
RN7SL526P,0.0,0.0,0.0,0.0,1.988,0.0
ZSCAN18,69.038,41.372,61.634,33.931,37.774,23.421
ZNF329,181.339,199.56,217.098,163.291,166.007,154.403
CTD-2623H2.7,1.841,2.434,0.0,0.0,0.0,0.0
ZNF274,836.735,747.133,677.051,676.493,707.766,670.523
CTD-3138B18.1,1.841,3.65,0.0,0.0,0.0,0.0
AC020915.2,0.0,0.0,0.0,2.121,1.988,1.735
ZNF544,248.535,186.175,172.942,416.711,388.675,352.177
CTD-3138B18.4,3.682,2.434,0.0,5.302,2.982,1.735
CTD-3138B18.5,105.858,65.709,65.313,116.637,100.399,98.887
CTD-3138B18.6,13.808,10.951,2.76,19.086,5.964,8.674
ZNF8,282.594,216.596,269.533,314.919,229.626,268.903
AC010642.1,41.423,31.638,22.998,45.594,34.792,20.818
ERVK3-1,138.996,97.346,123.267,83.766,113.322,98.02
LLNLR-245B6.1,42.343,27.987,31.277,22.267,23.857,25.155
AC010642.2,1.841,4.867,9.199,11.664,4.97,5.205
ZSCAN22,96.653,100.997,100.27,115.576,127.239,122.308
A1BG,3.682,1.217,1.84,1.06,0.994,0.0
CTD-2619J13.8,11.967,15.819,6.439,10.603,14.911,6.939
A1BG-AS1,7.364,23.12,7.359,19.086,16.899,13.011
CTD-2619J13.5,8.285,0.0,1.84,3.181,1.988,1.735
ZNF497,2.762,6.084,5.519,16.965,3.976,9.542
CTD-2619J13.9,2.762,2.434,7.359,8.483,0.994,6.072
CTD-2619J13.3,0.0,2.434,0.0,0.0,3.976,1.735
RNA5SP473,0.0,0.0,0.0,2.121,0.0,0.0
ZNF837,9.205,10.951,10.119,16.965,15.905,16.481
RPS5,5770.617,6382.268,5815.648,5854.099,5758.548,5702.485
MIR4754,0.0,1.217,0.92,1.06,1.988,1.735
RNF225,0.0,0.0,0.0,2.121,0.0,0.867
CTD-2619J13.13,1.841,0.0,0.0,2.121,0.0,0.0
ZNF584,104.017,90.045,84.631,88.008,71.572,85.876
CTD-2619J13.14,34.979,14.602,27.597,43.474,28.828,55.516
CTD-2619J13.16,9.205,3.65,6.439,7.422,2.982,8.674
CTD-2619J13.17,36.82,32.854,36.796,46.655,28.828,34.697
ZNF132,97.573,115.599,110.389,178.136,121.274,152.668
CTD-2619J13.19,1.841,7.301,3.68,8.483,5.964,5.205
ZNF324B,67.197,35.288,42.316,88.008,64.613,52.913
ZNF324,166.611,143.586,146.265,198.282,199.805,169.149
ZNF446,80.084,99.78,89.231,133.602,81.512,103.224
SLC27A5,32.218,30.421,21.158,45.594,34.792,43.372
RNU6-1337P,0.0,0.0,0.0,2.121,0.0,0.0
RN7SL693P,0.0,0.0,0.0,0.0,1.988,0.0
CTD-2619J13.27,3.682,0.0,0.0,1.06,0.0,1.735
ZBTB45,90.209,85.178,111.309,197.222,180.918,147.463
RN7SL525P,0.0,2.434,0.0,2.121,0.0,0.0
TRIM28,2964.932,3230.681,2926.222,3440.781,3227.69,3051.619
CHMP2A,1316.316,1581.878,1429.534,1112.289,1083.518,1180.572
UBE2M,742.844,720.363,700.049,932.033,729.635,765.941
AC016629.8,20.251,23.12,28.517,29.689,39.762,29.493
MZF1,227.364,217.812,202.379,290.531,261.436,248.952
RPL23AP79,392.133,449.01,426.837,302.195,349.907,324.419
AC016629.3,5.523,2.434,0.0,0.0,0.0,0.0
C20orf96,98.494,93.696,116.828,94.37,92.447,84.141
ZCCHC3,210.795,226.33,265.853,639.381,616.313,656.645
RP5-1103G7.4,38.661,36.505,35.876,43.474,28.828,55.516
SOX12,350.711,313.942,334.846,216.308,186.882,200.376
NRSN2,887.362,980.764,924.506,337.186,367.8,395.548
TRIB3,277.071,293.256,322.887,1305.27,1240.578,1185.777
RBCK1,1575.897,1527.12,1566.6,1356.166,1308.174,1238.69
TBC1D20,1358.659,1354.331,1364.221,1204.538,1039.779,1079.95
CSNK2A1,3096.564,3129.684,3082.606,1688.05,1815.141,1761.75
TCF15,16.569,21.903,7.359,86.947,78.53,65.925
SRXN1,2.762,1.217,3.68,2.121,5.964,2.602
RP5-850E9.3,0.921,0.0,4.6,0.0,3.976,1.735
SCRT2,0.0,0.0,0.0,0.0,0.0,0.867
SLC52A3,0.0,0.0,0.0,2.121,1.988,17.349
FAM110A,64.435,40.155,38.636,59.379,40.756,31.227
RPS10L,6.444,2.434,3.68,6.362,3.976,7.807
ANGPT4,3.682,2.434,5.519,0.0,0.0,0.0
RSPO4,0.0,0.0,1.84,0.0,0.0,0.0
PSMF1,1724.097,1777.787,1839.813,1631.853,1530.841,1565.711
RP4-545L17.11,6.444,6.084,6.439,0.0,0.0,1.735
ACTGP3,22.092,19.469,14.719,10.603,13.917,19.083
TMEM74B,4.603,1.217,8.279,10.603,13.917,8.674
C20orf202,1.841,0.0,5.519,2.121,0.0,0.0
RAD21L1,0.0,0.0,8.279,3.181,11.929,6.939
SNPH,401.338,417.372,442.475,260.842,298.216,300.998
SDCBP2,56.151,65.709,61.634,61.499,99.405,76.334
RP11-314N13.10,26.695,14.602,14.719,21.207,38.768,23.421
RP11-314N13.9,9.205,13.385,14.719,11.664,35.786,13.879
RP11-314N13.4,201.59,174.007,174.782,200.403,248.513,219.46
RP11-314N13.3,15.649,6.084,12.879,11.664,8.946,8.674
FKBP1A,2315.059,2256.001,2498.465,7286.609,7614.445,7859.783
NSFL1C,1309.872,1385.968,1200.478,1577.776,1586.508,1618.624
SIRPB2,119.665,119.249,125.107,435.797,449.312,405.957
RP4-576H24.2,3.682,0.0,0.92,2.121,1.988,2.602
SIRPD,0.921,2.434,1.84,4.241,3.976,0.0
SIRPB1,3.682,1.217,0.0,6.362,3.976,1.735
SIRPG,0.0,0.0,0.0,0.0,1.988,0.0
RP4-673D20.1,1.841,0.0,0.0,0.0,0.0,0.0
RP4-673D20.6,0.0,0.0,0.0,0.0,1.988,0.0
RP4-673D20.3,4.603,9.735,11.039,7.422,8.946,5.205
RP5-968J1.1,1.841,0.0,1.84,0.0,0.0,1.735
RP5-858L17.1,5.523,2.434,6.439,2.121,3.976,6.072
SIRPA,378.326,466.045,442.475,380.66,321.079,399.885
STK35,452.886,438.058,455.354,1059.273,1035.803,991.473
RP11-128M1.1,1.841,2.434,0.0,0.0,0.0,1.735
TGM3,0.0,0.0,1.84,0.0,0.0,0.0
SNRPB,1420.332,1513.735,1442.413,2294.561,2358.888,2284.811
ZNF343,209.874,217.812,222.617,217.368,217.698,248.952
TMC2,1.841,0.0,0.0,7.422,1.988,3.47
NOP56,1003.345,1146.253,1012.817,2271.234,2138.208,2157.298
SNORA51,1.841,0.0,0.0,3.181,0.0,0.867
IDH3B,1631.127,1886.085,1692.628,1360.407,1437.4,1478.101
RP4-686C3.7,1.841,12.168,4.6,4.241,1.988,3.47
EBF4,0.0,0.0,1.84,0.0,0.994,0.0
CPXM1,131.632,197.126,169.263,10.603,5.964,10.409
TMEM239,1.841,0.0,0.0,0.0,0.0,0.0
PCED1A,220.0,318.809,204.219,272.506,272.37,243.748
VPS16,687.614,627.884,714.767,545.011,586.491,594.19
PTPRA,1824.432,2008.985,1880.288,1448.415,1349.924,1459.885
GNRH2,2.762,7.301,9.199,2.121,2.982,5.205
MRPS26,217.238,208.078,237.336,363.694,347.919,428.51
RP5-1187M17.7,12.887,7.301,11.039,10.603,10.935,17.349
UBOX5,100.335,139.935,110.389,199.343,208.751,196.039
FASTKD5,456.568,502.55,516.067,479.271,435.395,488.363
LZTS3,77.322,60.841,78.192,142.085,143.144,90.213
DDRGK1,668.283,794.589,743.284,838.724,708.76,819.721
ITPA,392.133,466.045,427.756,502.598,410.544,407.692
SLC4A11,163.849,159.405,143.505,204.644,213.721,204.713
RP4-794I6.4,41.423,54.757,47.835,85.887,95.429,97.152
C20orf194,1259.245,1164.505,1274.07,519.563,547.723,476.219
RNU6-1019P,0.921,0.0,2.76,5.302,0.0,0.0
UBE2V1P1,14.728,4.867,5.519,7.422,7.952,1.735
ATRN,2421.837,2614.965,2464.429,1953.134,2059.678,2053.207
SF3A3P1,18.41,21.903,4.6,9.543,7.952,12.144
ADAM33,1.841,0.0,0.0,0.0,3.976,1.735
SIGLEC1,0.0,1.217,0.0,2.121,1.988,0.0
HSPA12B,297.322,266.486,281.491,219.489,236.585,213.388
C20orf27,323.096,306.641,350.484,623.476,576.551,574.239
SPEF1,1.841,7.301,10.119,4.241,7.952,0.0
CENPB,1741.587,1822.81,1825.094,1031.704,1091.47,1025.302
CDC25B,974.81,900.453,970.501,383.841,403.585,355.646
RP5-1009E24.8,9.205,0.0,4.6,3.181,1.988,0.0
RP5-1009E24.9,1.841,0.0,3.68,1.06,2.982,1.735
AP5S1,309.288,296.906,275.972,429.435,454.282,415.499
MAVS,3803.508,3839.095,4074.265,2305.164,2374.792,2217.151
RP11-119B16.2,10.126,4.867,1.84,9.543,3.976,6.072
PANK2,1008.868,902.887,933.705,724.208,687.885,732.978
MIR103A2,1.841,0.0,0.0,0.0,0.0,0.867
RP4-681N20.5,33.138,23.12,22.998,34.991,29.822,26.023
RNF24,416.066,451.444,447.994,231.153,224.656,201.244
RP4-681N20.1,81.925,81.528,109.469,75.284,74.554,71.129
RPL21P2,3.682,4.867,5.519,6.362,1.988,5.205
SMOX,202.51,172.79,200.54,184.498,246.525,159.607
RP4-779E11.3,1.841,2.434,0.0,0.0,0.994,0.0
ADRA1D,1.841,1.217,1.84,2.121,3.976,12.144
RP5-1164C1.2,0.0,0.0,0.0,0.0,0.994,0.0
PRNP,3030.287,3049.373,3330.981,6337.611,6738.685,6602.01
PRND,0.0,0.0,0.0,0.0,0.0,5.205
RP5-1068H6.6,0.0,2.434,0.0,2.121,0.0,0.0
RASSF2,590.041,514.719,569.422,1162.125,1188.887,1055.662
SLC23A2,833.973,800.673,754.323,865.232,829.04,837.07
RP5-1116H23.5,1.841,0.0,0.0,0.0,0.0,0.0
RP5-1116H23.4,0.0,0.0,0.0,0.0,0.0,1.735
RP5-1116H23.3,0.0,0.0,1.84,2.121,2.982,4.337
TMEM230,2246.021,2347.263,2365.079,1942.53,2078.565,2167.708
RNA5SP474,0.0,0.0,0.0,0.0,1.988,0.867
PCNA,906.693,940.609,955.783,1923.444,1853.909,1973.403
CDS2,1372.466,1457.761,1415.736,1858.764,2075.582,2001.161
UBE2D3P,34.059,40.155,42.316,24.388,34.792,12.144
PROKR2,0.0,0.0,0.0,8.483,0.0,0.0
RP5-828H9.3,0.0,2.434,0.0,0.0,0.0,0.0
RP5-828H9.1,0.921,0.0,0.0,0.0,0.0,3.47
LINC00654,11.967,45.023,40.476,7.422,4.97,13.879
RPS18P1,0.0,0.0,0.0,0.0,0.0,1.735
RP5-1022P6.5,0.0,4.867,0.0,2.121,0.0,1.735
GPCPD1,1617.319,1746.15,1806.696,708.303,701.801,807.577
RP5-1022P6.3,10.126,12.168,10.119,8.483,13.917,13.879
C20orf196,46.025,49.89,36.796,51.956,43.738,44.239
CHGB,1.841,0.0,5.519,0.0,5.964,0.0
TRMT6,188.703,199.56,214.338,379.599,413.526,406.825
MCM8,185.941,221.463,208.819,340.367,305.174,307.938
RP5-967N21.7,0.0,0.0,0.0,0.0,1.988,0.0
RP5-967N21.12,2.762,0.0,1.84,0.0,2.982,0.0
RP5-967N21.11,0.0,0.0,2.76,0.0,3.976,0.0
RN7SL498P,0.0,0.0,3.68,0.0,1.988,0.0
CRLS1,608.451,469.696,558.383,461.245,422.472,406.825
LRRN4,8.285,2.434,4.6,2.121,1.988,4.337
RP5-1056H1.2,1.841,0.0,3.68,0.0,1.988,5.205
FERMT1,127.95,104.647,111.309,219.489,194.834,226.399
TARDBPL,0.0,0.0,0.92,0.0,0.0,0.0
RP4-775C13.1,1.841,2.434,1.84,1.06,3.976,1.735
RP5-859D4.3,0.0,0.0,0.0,0.0,0.0,0.867
BMP2,151.883,152.104,150.865,791.009,819.1,785.892
TMX4,906.693,956.428,887.71,859.93,857.868,872.635
RP5-971N18.3,0.0,0.0,0.0,0.0,0.994,0.0
PLCB1,1821.67,1869.049,1874.769,2023.116,2131.249,2342.061
RP5-997K18.1,59.833,42.589,52.435,33.931,44.732,48.576
RNU105B,1.841,7.301,1.84,4.241,0.0,6.072
PLCB4,44.184,38.939,37.716,16.965,8.946,6.072
ANKEF1,166.611,187.392,196.86,270.385,259.448,287.119
SNAP25-AS1,4.603,2.434,2.76,2.121,1.988,0.0
SNAP25,12.887,13.385,19.318,0.0,0.0,3.47
RP5-1068F16.3,0.0,0.0,3.68,0.0,0.0,0.0
RPL23AP6,1.841,2.434,0.0,2.121,2.982,1.735
RP5-931K24.1,1.841,4.867,1.84,6.362,1.988,1.735
MKKS,158.326,199.56,154.544,152.688,182.906,194.304
SLX4IP,430.794,427.107,492.15,343.548,305.174,359.983
RP5-1099D15.1,35.9,43.806,23.918,18.026,29.822,33.83
JAG1,3871.625,4016.752,4063.226,4679.25,4766.484,4736.168
MIR6870,0.0,1.217,3.68,3.181,1.988,0.867
RP11-103J8.1,0.0,0.0,2.76,0.0,0.0,0.867
RP1-278O22.1,0.921,0.0,0.92,0.0,1.988,0.0
RP1-278O22.2,0.921,2.434,0.0,2.121,0.0,0.867
RP4-697P8.3,0.0,0.0,0.0,0.0,0.0,0.867
FAT1P1,0.0,0.0,1.84,0.0,0.0,0.0
RP11-103J8.2,0.0,0.0,0.0,0.0,1.988,1.735
C20orf187,0.0,0.0,0.0,1.06,0.0,0.0
RP4-734C18.1,1.841,0.0,0.0,0.0,0.994,0.0
BTBD3,581.756,692.376,733.165,1051.85,1043.756,1097.299
RP4-742J24.2,36.82,30.421,45.075,15.905,20.875,26.89
RP4-796I8.1,0.0,0.0,0.0,0.0,0.0,1.735
RP11-102J14.1,0.921,0.0,0.0,0.0,0.0,0.0
PA2G4P2,7.364,2.434,7.359,7.422,5.964,4.337
RP5-1069C8.3,0.0,0.0,0.0,2.121,0.0,0.0
RP11-157E14.1,0.0,0.0,0.0,0.0,0.0,0.867
SPTLC3,191.464,209.295,208.819,34.991,32.804,27.758
RP4-718P11.1,0.0,0.0,3.68,0.0,1.988,1.735
C20orf82,2.762,7.301,1.84,0.0,1.988,1.735
RP5-1077I2.4,0.0,0.0,0.0,2.121,0.0,1.735
RP5-1077I2.3,1.841,0.0,0.0,0.0,0.0,0.0
RP4-585I14.3,1.841,0.0,0.0,0.0,0.0,0.0
TASP1,194.226,146.019,157.304,221.61,196.822,201.244
GAPDP2,3.682,9.735,3.68,2.121,5.964,8.674
ESF1,411.464,525.67,459.953,604.39,664.027,667.054
NDUFAF5,334.142,418.589,320.127,355.212,354.877,359.983
SEL1L2,0.0,0.0,0.0,2.121,0.0,0.0
MACROD2,9.205,10.951,5.519,2.121,0.0,1.735
FLRT3,206.192,191.042,193.18,73.163,45.726,89.345
RNF11B,0.0,2.434,0.0,0.0,0.0,0.0
RPS10P2,0.0,2.434,0.0,0.0,1.988,0.0
NCRNA00186,0.0,2.434,0.0,0.0,0.0,0.0
KIF16B,268.786,301.774,324.727,236.454,242.549,193.437
RP4-705D16.3,6.444,9.735,1.84,9.543,8.946,12.144
SNRPB2,797.153,890.719,876.671,1305.27,1264.435,1339.312
BFSP1,139.916,177.657,136.146,76.344,65.607,68.527
RPS27AP2,4.603,2.434,4.6,0.0,1.988,5.205
RP11-462D18.4,0.0,0.0,0.0,0.0,0.994,0.0
DSTN,5555.22,5944.209,5743.895,2792.918,2615.353,2839.966
RN7SKP69,18.41,8.518,6.439,9.543,4.97,3.47
RP11-462D18.2,4.603,7.301,3.68,2.121,6.958,3.47
RRBP1,5738.4,6439.459,6514.776,5169.124,5220.766,5149.932
RP5-905G11.3,0.921,0.0,0.0,0.0,0.0,0.0
SNX5,1555.646,1789.955,1549.122,1372.071,1319.108,1354.926
SNORD17,1262.006,1242.382,1308.107,881.137,1003.993,1194.451
MGME1,543.095,570.693,550.104,345.669,352.889,352.177
PTMAP3,0.0,0.0,1.84,0.0,0.0,0.0
PET117,13.808,10.951,20.238,23.327,13.917,15.614
CSRP2BP,300.083,324.893,277.812,424.133,480.128,457.136
ZNF133,267.866,257.968,253.894,273.566,368.794,285.384
RN7SKP74,1.841,2.434,9.199,2.121,8.946,12.144
RP4-568F9.6,3.682,2.434,9.199,1.06,7.952,0.0
RP4-568F9.7,0.0,4.867,0.0,0.0,0.0,0.0
DZANK1,64.435,65.709,55.194,69.982,53.679,48.576
GCNT1P,3.682,2.434,10.119,3.181,0.0,6.939
RNA5SP476,0.0,0.0,0.0,0.0,0.994,0.0
POLR3F,268.786,251.884,325.647,374.298,387.681,425.908
MIR3192,6.444,1.217,2.76,4.241,3.976,5.205
RPL21P3,1.841,2.434,0.92,0.0,2.982,2.602
RBBP9,911.295,929.657,921.746,393.384,423.467,393.813
SEC23B,1261.086,1260.635,1367.901,1229.986,1235.608,1281.194
LINC00493,226.443,197.126,247.455,308.557,263.424,239.411
DTD1,538.493,504.984,538.145,359.453,366.806,345.237
RN7SL638P,1.841,0.0,3.68,1.06,0.0,0.0
RNU6ATAC34P,0.0,0.0,0.0,2.121,0.0,0.867
DUXAP7,7.364,7.301,8.279,5.302,6.958,1.735
RP11-379J5.5,12.887,9.735,14.719,9.543,12.923,13.879
RP5-1068E13.4,1.841,0.0,0.0,0.0,0.0,0.0
RP5-1068E13.3,2.762,3.65,0.92,2.121,7.952,5.205
RP5-1068E13.7,17.49,20.686,21.158,14.845,7.952,18.216
C20orf78,0.0,0.0,0.0,0.0,1.988,0.0
RP4-718D20.3,0.0,0.0,0.0,2.121,0.0,0.0
RP1-122P22.4,3.682,0.0,9.199,1.06,7.952,1.735
RP1-122P22.2,15.649,29.204,28.517,7.422,13.917,9.542
RPL12L3,18.41,10.951,11.039,8.483,3.976,10.409
RP5-999L4.2,4.603,4.867,4.6,3.181,3.976,2.602
RIN2,845.94,759.301,769.962,1406.002,1345.948,1237.823
NAA20,737.321,749.567,735.925,1029.583,945.344,1144.14
CRNKL1,911.295,915.055,878.511,976.567,918.505,939.427
CFAP61,3.682,0.0,0.0,2.121,0.0,1.735
RALGAPA2,2537.82,2675.807,2616.213,4443.856,4919.568,4698.868
EIF4E2P1,3.682,0.0,2.76,3.181,1.988,8.674
RPL24P2,13.808,12.168,11.039,11.664,19.881,17.349
KIZ,164.77,155.754,187.661,226.911,184.894,184.763
RNA5SP477,0.0,0.0,0.0,0.0,0.0,1.735
RP5-872K7.7,5.523,0.0,0.0,2.121,6.958,5.205
RP4-777D9.2,6.444,1.217,10.119,5.302,10.935,8.674
RPS15AP1,2.762,9.735,2.76,3.181,3.976,4.337
RP1-198K11.5,6.444,6.084,12.879,11.664,11.929,22.553
XRN2,2358.322,2675.807,2379.798,3747.217,3841.02,3889.556
NKX2-4,1.841,0.0,0.0,0.0,0.0,0.0
RP5-984P4.6,0.0,0.0,1.84,1.06,0.0,0.0
RPL41P1,80.084,105.864,96.59,86.947,103.382,77.201
RP5-828K20.1,0.0,0.0,0.0,0.0,1.988,0.0
RP11-359G22.2,24.854,12.168,9.199,0.0,1.988,3.47
THBD,266.025,302.99,242.855,163.291,146.126,117.97
RP4-737E23.6,13.808,10.951,13.799,11.664,10.935,3.47
CD93,16964.823,18617.483,18635.462,28236.672,30007.475,29562.882
RP4-737E23.5,2.762,2.434,1.84,8.483,7.952,4.337
RNA5SP478,0.921,0.0,0.0,0.0,0.0,0.0
RP5-851M4.1,0.0,0.0,2.76,0.0,0.0,0.0
RP3-322G13.7,1.841,9.735,0.0,5.302,3.976,2.602
NXT1,120.586,135.068,129.707,181.317,187.876,140.524
RP3-322G13.5,1.841,0.0,0.0,7.422,5.964,6.072
GZF1,448.284,430.757,416.718,419.892,468.199,412.897
NAPB,312.05,318.809,384.521,272.506,266.406,311.407
RNA5SP479,0.0,0.0,0.92,0.0,0.0,0.0
CSTL1,0.0,0.0,0.0,2.121,0.0,0.0
CST11,0.0,0.0,0.0,2.121,0.0,0.0
CST8,0.0,0.0,0.0,2.121,0.0,0.0
CST9L,0.0,0.0,0.0,0.0,0.994,0.0
CST3,1304.349,1429.774,1514.166,2206.553,2123.297,1976.006
RP11-218C14.8,0.921,0.0,6.439,4.241,3.976,5.205
GGTLC1,0.0,0.0,0.0,0.0,1.988,0.0
RP5-1100I6.2,0.921,0.0,0.0,0.0,0.0,0.0
CST7,2.762,0.0,6.439,2.121,1.988,3.47
APMAP,2935.476,3394.953,3103.764,2199.131,2149.142,2026.317
ACSS1,347.949,408.855,324.727,238.575,227.638,254.157
ENTPD6,792.551,844.479,874.831,1020.04,1000.017,999.279
RP5-965G21.3,6.444,2.434,2.76,2.121,1.988,1.735
RP5-965G21.4,1.841,0.0,5.519,14.845,9.941,4.337
PYGB,3003.593,3073.71,3026.492,3009.225,2871.819,2737.609
RP5-965G21.5,2.762,0.0,1.84,8.483,0.0,0.0
RP5-965G21.6,5.523,2.434,3.68,7.422,4.97,13.011
ABHD12,544.016,562.175,656.813,473.969,384.698,413.764
PPIAP2,1.841,4.867,0.0,2.121,1.988,1.735
GINS1,50.628,35.288,31.277,190.86,199.805,175.221
NINL,574.392,546.356,519.747,580.002,601.402,560.36
RNU6ATAC17P,1.841,0.0,0.0,0.0,0.994,0.867
NANP,167.531,169.139,187.661,245.997,232.608,314.877
RP4-694B14.5,18.41,14.602,24.837,31.81,26.839,23.421
RP4-694B14.4,1.841,0.0,0.92,2.121,0.0,0.0
ZNF337,105.858,68.142,114.068,141.024,151.096,155.27
RP4-694B14.8,4.603,2.434,4.6,6.362,5.964,3.47
RP13-401N8.5,13.808,4.867,8.279,14.845,1.988,18.216
RP13-401N8.1,6.444,2.434,3.68,1.06,1.988,2.602
FAM182B,3.682,0.0,0.92,0.0,0.994,6.939
RP13-401N8.3,3.682,1.217,1.84,2.121,1.988,2.602
RP4-760C5.3,17.49,1.217,7.359,4.241,9.941,11.277
CTD-2514C3.1,3.682,9.735,11.959,11.664,8.946,6.072
FAM182A,0.0,2.434,0.0,0.0,0.0,0.0
C20orf191,0.0,0.0,0.0,1.06,0.0,0.0
RP3-410C9.1,0.0,2.434,0.0,2.121,2.982,2.602
FRG1CP,468.535,446.576,411.198,417.771,463.229,426.776
FRG1DP,0.0,0.0,1.84,4.241,3.976,2.602
PCMTD1P7,0.0,0.0,1.84,2.121,0.0,1.735
FRG1EP,0.0,0.0,1.84,0.0,1.988,2.602
CDC27P3,1.841,0.0,0.0,0.0,0.0,0.0
DUX4L37,0.0,0.0,0.0,0.0,0.994,0.0
FRG1B,111.381,133.851,133.386,147.386,108.352,134.452
MLLT10P1,1.841,0.0,0.0,1.06,1.988,1.735
RP11-462H3.2,0.0,0.0,0.0,2.121,0.0,0.0
RP11-755J8.1,1.841,0.0,0.0,0.0,0.0,0.0
RP5-854E16.2,0.0,1.217,0.92,1.06,0.0,0.0
DEFB118,0.0,0.0,1.84,1.06,0.994,0.0
HM13,1503.177,1580.661,1540.843,1303.149,1331.037,1269.05
RP3-324O17.7,4.603,1.217,1.84,0.0,2.982,1.735
RP3-324O17.4,4.603,8.518,29.437,25.448,15.905,12.144
RP3-324O17.5,14.728,6.084,9.199,8.483,2.982,8.674
RP3-324O17.2,2.762,0.0,2.76,0.0,1.988,0.0
RP3-324O17.8,0.0,0.0,0.0,0.0,1.988,0.867
ID1,190.544,155.754,174.782,503.658,524.86,458.003
MIR3193,0.0,1.217,2.76,4.241,3.976,0.867
BCL2L1,1379.83,1364.065,1412.976,1477.044,1665.039,1532.749
RP11-243J16.7,18.41,8.518,12.879,30.75,22.863,23.421
ABALON,32.218,37.722,27.597,50.896,67.596,58.118
TPX2,493.388,453.877,507.788,1483.406,1340.977,1439.066
RP11-243J16.8,0.0,1.217,0.0,2.121,0.0,0.0
MYLK2,46.025,26.77,31.277,51.956,79.524,69.394
FOXS1,3.682,0.0,0.0,0.0,0.0,1.735
DUSP15,0.0,0.0,0.0,5.302,0.0,0.0
TTLL9,4.603,2.434,1.84,7.422,0.0,13.011
RNU1-94P,0.0,0.0,0.0,2.121,0.0,0.0
PDRG1,170.293,193.476,144.425,231.153,207.757,193.437
XKR7,1.841,0.0,0.0,0.0,0.0,0.0
RNA5SP481,0.0,0.0,1.84,0.0,0.0,0.0
CCM2L,80.084,94.913,74.512,72.103,58.649,67.66
RP1-310O13.7,4.603,3.65,3.68,8.483,7.952,8.674
TM9SF4,1621.922,1642.719,1702.747,1128.194,1030.833,1093.829
RP5-836N17.4,1.841,4.867,7.359,6.362,5.964,6.072
RSL24D1P6,1.841,2.434,0.0,0.0,2.982,5.205
TSPYL3,66.276,92.479,99.35,83.766,79.524,73.732
PLAGL2,263.263,304.207,292.53,473.969,508.955,472.749
POFUT1,1747.11,1873.917,2045.872,2238.363,2375.786,2283.943
KIF3B,433.556,357.748,365.203,1743.188,1699.83,1852.831
RP11-358N2.2,4.603,4.867,5.519,0.0,1.988,0.0
ASXL1,1183.764,1000.233,1126.885,1614.887,1557.681,1493.714
NOL4L,1537.236,1682.874,1718.385,2002.969,2081.547,1985.547
RP5-1184F4.5,54.31,30.421,40.476,69.982,32.804,23.421
RP5-1184F4.7,0.0,0.0,0.0,4.241,5.964,3.47
RP11-410N8.4,0.0,0.0,1.84,0.0,0.0,0.0
BCL2L7P1,2.762,2.434,2.76,13.784,8.946,5.205
COMMD7,464.853,474.563,468.232,517.443,517.902,500.507
DNMT3B,217.238,197.126,219.858,294.773,292.252,237.676
MAPRE1,2529.535,2602.797,2548.14,3284.912,3340.018,3433.288
RP5-1085F17.4,8.285,13.385,4.6,16.965,7.952,10.409
RP5-1085F17.3,47.866,79.094,43.236,108.154,109.346,107.561
EFCAB8,6.444,1.217,7.359,6.362,4.97,6.939
BPIFB6,0.0,0.0,0.0,1.06,0.0,0.0
BPIFB1,0.0,0.0,0.0,2.121,0.0,0.0
BPIFB5P,0.0,2.434,0.0,0.0,0.0,0.0
BPIFB9P,2.762,0.0,0.0,6.362,1.988,1.735
CDK5RAP1,369.121,396.686,378.081,545.011,553.687,556.89
SNTA1,85.607,109.515,111.309,57.258,60.637,71.129
CBFA2T2,374.644,328.544,345.885,375.358,372.77,319.214
RP1-63M2.7,7.364,4.867,3.68,2.121,3.976,1.735
NECAB3,220.92,222.68,232.736,195.101,151.096,150.065
C20orf144,18.41,15.819,15.638,11.664,5.964,6.939
ACTL10,30.377,27.987,19.318,20.146,22.863,18.216
RP1-63M2.5,0.921,0.0,0.92,2.121,1.988,1.735
E2F1,35.9,43.806,43.236,110.275,107.358,139.656
PXMP4,62.594,63.275,72.673,145.266,138.173,152.668
ZNF341,75.481,82.744,73.593,146.326,126.245,104.092
RPL31P2,5.523,2.434,4.6,4.241,5.964,1.735
RP4-553F4.6,4.603,0.0,3.68,3.181,4.97,4.337
CHMP4B,884.601,832.311,858.273,677.553,638.182,679.198
RP5-1125A11.1,11.046,19.469,18.398,33.931,35.786,34.697
RALY,1803.26,1894.603,1958.48,1579.896,1628.259,1523.207
RP5-1125A11.4,7.364,9.735,2.76,2.121,2.982,7.807
MIR4755,4.603,4.867,1.84,3.181,2.982,3.47
EIF2S2,2516.648,2824.26,2582.177,6017.391,5892.746,5875.971
RPS2P1,3.682,0.0,0.0,0.0,0.0,0.0
XPOTP1,10.126,12.168,19.318,20.146,19.881,18.216
RP4-785G19.5,0.0,0.0,0.0,1.06,0.0,0.0
RP4-785G19.2,6.444,3.65,9.199,7.422,12.923,13.879
